Business,Category,City,Phone,Address,Rating,Reviews,Web presence,Existing link,Score,Google Maps
ShieldForce Pest Solutions,Pest control service,San Diego,(619) 272-9544,"827 Goldfinch St, San Diego, CA 92103",4,21,No website,,21.0,https://www.google.com/maps/place/?q=place_id:ChIJ94YnTCtX2YAROO82vRKIZUU
Mega Shoes,Shoe store,Bonita,(619) 267-1825,"3030 Plaza Bonita Rd Ste 1252, Bonita, CA 91902",3.6,30,No website,,21.0,https://www.google.com/maps/place/?q=place_id:ChIJVf9LPuNR2YARgfVUfANl4vA
ABC Metals Recycling & Heavy Duty Truck Towing,Towing service,El Cajon,(619) 672-4874,"290 Vernon Way, El Cajon, CA 92020",4,21,No website,,21.0,https://www.google.com/maps/place/?q=place_id:ChIJT2A-adxZ2YAR0yGW1tlU0OU
West Coast Raingutters,Gutter cleaning service,Santee,(619) 448-3418,"9745 Roe Dr, Santee, CA 92071",4.3,21,No website,,21.0,https://www.google.com/maps/place/?q=place_id:ChIJe2ze10v924ARcsL7bE7a74E
National Burrito,Restaurant,National City,(619) 419-7146,"2401 Highland Ave #104, National City, CA 91950",4.2,21,No website,,21.0,https://www.google.com/maps/place/?q=place_id:ChIJP5IJaexT2YARVXK6hqxaI50
Munguia Insurance Services,Insurance agency,Oceanside,(760) 439-3868,"620 N Redondo Dr Ste A, Oceanside, CA 92057",4.3,21,No website,,21.0,https://www.google.com/maps/place/?q=place_id:ChIJKWbanJpw3IARlG3KjrV3wg8
Chupacabras taco shop,Mexican restaurant,San Diego,(858) 450-1610,"5706 Miramar Rd b, San Diego, CA 92121",4.1,21,No website,,21.0,https://www.google.com/maps/place/?q=place_id:ChIJ9V3tQk0H3IARsW2spxFMW2M
Red Maple Tree service,Tree service,San Diego,(619) 981-1176,"8349 Glen Vista Ct, San Diego, CA 92114",4.4,21,No website,,21.0,https://www.google.com/maps/place/?q=place_id:ChIJNwJztdhN2YARXJHROqeasNE
Mane Man,Beauty salon,San Diego,(619) 933-4962,"4520 Ingraham St, San Diego, CA 92109",4.4,21,No website,,21.0,https://www.google.com/maps/place/?q=place_id:ChIJ99-lgMAB3IARcgkRyCOEbVQ
Express Cellular,Cell phone accessory store,El Cajon,(619) 600-9550,"623 Parkway Plaza, El Cajon, CA 92020",4.1,21,No website,,21.0,https://www.google.com/maps/place/?q=place_id:ChIJw8sUhzNY2YARbY7UXmoAbvo
East County Massage,Massage spa,El Cajon,(619) 332-7464,"13727 Camino Canada a6, El Cajon, CA 92021",4.3,21,No website,,21.0,https://www.google.com/maps/place/?q=place_id:ChIJ00wHeuxZ2YARefE3g2jbtks
Tri-City Dry Cleaners,Dry cleaner,Vista,(760) 295-2150,"1851 W Vista Way D, Vista, CA 92083",4.2,21,No website,,21.0,https://www.google.com/maps/place/?q=place_id:ChIJX279PFhx3IARJjKxezvq9zE
SWEET & SPICY SD LLC,Snack bar,San Marcos,(760) 908-7325,"109 S Rancho Santa Fe Rd, San Marcos, CA 92078",4.4,21,No website,,21.0,https://www.google.com/maps/place/?q=place_id:ChIJdd6guPx13IAROFauDTeW6AY
Daniel's West,Pizza restaurant,Ramona,(760) 789-3354,"17718 CA-67, Ramona, CA 92065",4.1,21,No website,,21.0,https://www.google.com/maps/place/?q=place_id:ChIJZ0idSJDl24ARxAmHDgYY6E8
Anchor Liquor Store,Liquor store,San Diego,(619) 276-2091,"3083 Clairemont Dr, San Diego, CA 92117",4.2,21,No website,,21.0,https://www.google.com/maps/place/?q=place_id:ChIJCcv4MhkA3IARe6P3STIM7Kc
Wilson's Liquor,Liquor store,National City,(619) 474-4868,"916 E 8th St #101, National City, CA 91950",4.2,21,No website,,21.0,https://www.google.com/maps/place/?q=place_id:ChIJ7wKQUjdS2YARN2_AB_3uZIk
Joseph Vu Inc,Dentist,Escondido,(760) 741-5121,"675 N Broadway # E, Escondido, CA 92025",4,21,No website,,21.0,https://www.google.com/maps/place/?q=place_id:ChIJsXdKUJ_024ARY16yDrnZtCY
"JOSE L. LOPEZ D.D.S., INC",Dentist,San Diego,(619) 423-1351,"3490 Palm Ave, San Diego, CA 92154",3.5,30,No website,,21.0,https://www.google.com/maps/place/?q=place_id:ChIJqXvyp7lO2YARWV5mlX1obv4
Enjoy smoke shop,Vaporizer store,Chula Vista,(619) 349-2323,"1904 E Palomar St #101, Chula Vista, CA 91913",3.9,21,No website,,21.0,https://www.google.com/maps/place/?q=place_id:ChIJozK89OdF2YARgCO1X13-vws
Jean's Tailoring & Alterations,Clothing alteration service,Solana Beach,(858) 481-1281,"South, 114 Solana Hills Dr, Solana Beach, CA 92075",4.1,21,No website,,21.0,https://www.google.com/maps/place/?q=place_id:ChIJr-j-tDEJ3IARgoOaJ7ua0S4
Falcon Liquor,Liquor store,San Diego,(619) 296-2475,"805 W Washington St, San Diego, CA 92103",4.3,38,Social only,https://www.facebook.com/Falcon-liquor-389822964429957,20.9,https://www.google.com/maps/place/?q=place_id:ChIJ80GIh9RU2YARSmjov_H4YVk
Art of Massage,Thai massage therapist,Poway,(858) 842-3253,"13514 Pomerado Rd Ste H, Poway, CA 92064",5,30,Booking/3rd-party only,https://artofmassage1.square.site/,20.6,https://www.google.com/maps/place/?q=place_id:ChIJd2-UxTv624ARQH3xeWReJ4k
Melissa's Hair Studio,Hair salon,Vista,(858) 568-5907,"830 E Vista Way #107, Vista, CA 92081",4.6,30,Social only,http://instagram.com/melissawilliamshair,20.6,https://www.google.com/maps/place/?q=place_id:ChIJVafdGGl03IARkdxu9GpFGh0
RECHARGE MASSAGE AND SPORTS THERAPY,Sports massage therapist,San Diego,(619) 431-1430,"3405 Kenyon St #513, San Diego, CA 92110",5,30,Booking/3rd-party only,https://www.vagaro.com/rechargemassageandsportstherapy,20.6,https://www.google.com/maps/place/?q=place_id:ChIJh56whbGr3oARPwlGYDTfSoU
Rolled Up SD @ Windmill Food Hall,Catering food and drink supplier,Carlsbad,(619) 328-8684,"890 Palomar Airport Rd, Carlsbad, CA 92008",4.1,37,Booking/3rd-party only,http://order.toasttab.com/online/rolled-up-890-palomar-airport-rd,20.4,https://www.google.com/maps/place/?q=place_id:ChIJ6aRANmtz3IARk7xLRnzS-ug
Knight Environmental Consulting,Environmental consultant,Encinitas,(858) 999-6292,"1106 2nd St, Encinitas, CA 92024",3.5,29,No website,,20.3,https://www.google.com/maps/place/?q=place_id:ChIJdwpBgj8M3IAR9tzE1CrOmWs
Bonita Vista Gas & Auto,Auto repair shop,Chula Vista,(619) 421-1378,"903 Otay Lakes Rd, Chula Vista, CA 91913",3.6,29,No website,,20.3,https://www.google.com/maps/place/?q=place_id:ChIJIx34845P2YARbhbTwpPe_Uc
Hidden Gem La Mesa,Banquet hall,La Mesa,(619) 966-0224,"8705 Echo Dr, La Mesa, CA 91941",3.5,29,No website,,20.3,https://www.google.com/maps/place/?q=place_id:ChIJA-Nw8v9X2YARwHDb2hLNYXA
Mission Bay Liquor,Liquor store,San Diego,(858) 274-9510,"1580 Garnet Ave, San Diego, CA 92109",2.5,29,No website,,20.3,https://www.google.com/maps/place/?q=place_id:ChIJmf7lh8AB3IARZzHwc21dg-M
Cascade Cleaners,Dry cleaner,San Diego,(619) 583-4883,"6145 El Cajon Blvd K, San Diego, CA 92115",3.3,29,No website,,20.3,https://www.google.com/maps/place/?q=place_id:ChIJ5ep_C5dW2YARnlHYa7eAStI
Smoke & Snacks,Smoke shop,San Diego,(858) 203-7141,"1400 Garnet Ave, San Diego, CA 92109",3.5,29,No website,,20.3,https://www.google.com/maps/place/?q=place_id:ChIJR2faqOoB3IAR_rGRzkTkGeA
La Fiesta Night Club,Night club,El Cajon,(619) 590-1514,"533 E Main St, El Cajon, CA 92020",3.2,29,No website,,20.3,https://www.google.com/maps/place/?q=place_id:ChIJtfyDs7BZ2YARjCm8W6xeum0
Platinum Pool Care,Swimming pool contractor,Escondido,(760) 480-4554,"2048 Aldergrove Ave, Escondido, CA 92029",2,29,No website,,20.3,https://www.google.com/maps/place/?q=place_id:ChIJZdpcK-_024ARjz2UOr4f3jc
GT2 Fitness & Personal Training,Personal trainer,National City,(619) 731-4466,"914 E 9th St #101-102, National City, CA 91950",5,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJdehPUTdS2YARrT0yc_fum8s
House of Style,Barber shop,National City,(619) 245-7817,"141 National City Blvd, National City, CA 91950",4.9,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJ081WdUxS2YARXMKvE3WEwbg
Escondido Tax Services & Immgrtn,Tax preparation service,Escondido,(760) 738-2050,"360 N Midway Dr Ste 101, Escondido, CA 92027",4.7,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJXR8O9RXz24ARKhm3CtSk4pc
Gonzalez's Tax Services & Notary AKA Juanita's Tax Service & Notary,Tax preparation service,Escondido,(760) 738-8100,"449 S Escondido Blvd, Escondido, CA 92025",4.5,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJodUIyYH024ARHoRzeVKJr2c
Salon B Barbs Hair Styles,Barber shop,Vista,(760) 297-0580,"1605 Melrose Dr B #128, Vista, CA 92081",4.9,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJ10hwd2l03IARzWTBNoYoHuU
8-Hour Tax Services,Tax preparation service,Oceanside,(760) 696-3018,"Next to UPS store, 918 Mission Ave Ste 191, Oceanside, CA 92054",3.9,20,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJh_eGWClu3IARnideqaTD_IU
Quality Auto & Truck Repair,Auto repair shop,San Diego,(619) 358-9880,"3550 Kurtz St, San Diego, CA 92110",4.2,20,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJR9dMQPCq3oARZcTVGJJnQDs
Phil's Barber Shop,Barber shop,San Diego,(619) 746-1264,"3307 Palm Ave, San Diego, CA 92154",3.9,20,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJ2wum1btO2YARWWsRMHX2gEk
Prestige Fitness Personal Training,Personal trainer,San Diego,(619) 902-1398,"7898 Ostrow St Ste A-B, San Diego, CA 92111",4.9,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJncNnkrdX3IgRzoRzSCGrlnU
San Diego Excellence Plumbing 24/7,Plumber,San Diego,(858) 221-4540,"103 Dove Canyon Rd, San Diego, CA 92127",5,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJ_2XOnBZV2YARYwQsdJkX2rM
Olympian Martial Arts,Martial arts school,Chula Vista,(619) 451-7930,"850 Jetty Ln, Chula Vista, CA 91914",5,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJlXCovQxF2YARukxerdPLrFo
PATRICIA'S Hair Salon,Beauty salon,La Mesa,(619) 244-2796,"6115 Lake Murray Blvd, La Mesa, CA 91942",4.6,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJc4VmDKhX2YARM4EdYDNJl34
Higuera's Tree Service,Tree service,Lemon Grove,(619) 569-4962,"2047 Ensenada St, Lemon Grove, CA 91945",4.8,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJXWSJoN9Q2YARMjTtBRq4jJ0
Puerta Del Cielo Mexican Foods-Food Truck,Taco restaurant,San Marcos,(858) 213-3489,"185 N Pacific St, San Marcos, CA 92069",4.9,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJnZ53jML124AR44Hv-ICUcRA
VS Hair And Nailsalon,Nail salon,Imperial Beach,(619) 429-1760,"1122-1198 13th St, Imperial Beach, CA 91932",4.5,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJe-XAj2xM2YARWdAJOiipNwk
Hot Fix Plumbing San Diego,Plumber,San Diego,(619) 815-8789,"654 Hollister St, San Diego, CA 92154",5,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJI8uF3LfcxUERfs3zwlSbjYk
Gonzo’s Family Greenery Greenhouse,Greenhouse,San Diego,(619) 507-1983,"2925 National Ave, San Diego, CA 92113",4.9,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJr2jaXQVT2YARkqBwkWD5FJU
Catalina Pacific,Apartment building,San Diego,(858) 272-7464,"2664 Hornblend St, San Diego, CA 92109",4,20,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJY7PK0coB3IARW8ovI1Rrp8w
Kimmy's Beauty Salon,Beauty salon,National City,(619) 966-8621,"3114 E Plaza Blvd, National City, CA 91950",4.8,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJC6NVfQ5R2YARU0sG-3zmDls
Vega’s Kitchen,Mexican restaurant,Spring Valley,(619) 248-2123,"710 San Juhn St, Spring Valley, CA 91977",4.9,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJY_TpHwBR2YARVu4oa4G-6bE
Rancho Vista Nursery,Wholesale plant nursery,Vista,(760) 726-7786,"1430 Buena Vista Dr, Vista, CA 92081",4.8,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJafS3jmp03IAR03W4DzG4d9M
Empress Hair Design,Hair salon,San Diego,(619) 795-2207,"1214 28th St, San Diego, CA 92102",4.6,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJxbeGSnxT2YARo1hP2S0FbFQ
Fast Insurance & Registration Services Chula Vista,Auto insurance agency,Chula Vista,(619) 614-2121,"1337 Third Ave B, Chula Vista, CA 91911",4.8,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJJxPuiuNP2YARwbB2qT60Fkg
Medina’s Mobile Notary (Letty),Notary public,El Cajon,(619) 392-4917,"711 Skyview St, El Cajon, CA 92020",5,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJ5Ryx-uhZ2YARONtBcmv9rMQ
Lucky Grizzly Tattoos,Tattoo shop,Escondido,(619) 740-9664,"1785 S Escondido Blvd, Escondido, CA 92025",5,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJhej-oKn_24ARk2BNlXbueFA
FX Paging & Cellular,Cell phone store,San Marcos,(760) 744-8500,"1551 W Mission Rd H, San Marcos, CA 92069",5,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJl0hvZGx13IARYETM7WY6ASU
Bushido Tattoo Collective,Tattoo shop,San Diego,(619) 786-3449,"3651 Midway Dr Ste 5, San Diego, CA 92110",4.9,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJ73oae3Or3oARZAJrewKaTYg
Trick Dice Tattoo,Tattoo shop,Fallbrook,(442) 375-1569,"1378 S Mission Rd, Fallbrook, CA 92028",4.8,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJ5-SknJp_3IAR_B3EcgmoYys
Asian Massage By Lisa,Massage therapist,San Diego,(619) 972-9593,"3405 Kenyon St Unit 401, San Diego, CA 92110",4.2,20,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJVftWO_yq3oARhYX-EDFAfIc
San Diego Roofing pro,,San Diego,(858) 275-7811,"4575 El Cajon Blvd, San Diego, CA 92115",4.9,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJnVQKEjxU2YARPRcAx4_BrTA
C J's Catering,Caterer,San Diego,(619) 224-8004,"4879 Voltaire St, San Diego, CA 92107",4.8,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJCZZRz02q3oAR3VVDfbeVRJM
Good Ol PC,Computer repair service,La Mesa,(619) 663-8299,"9320 Earl St, La Mesa, CA 91942",5,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJZZY99gta2YARO7cSuNCs0TY
Local Roofing Services LLc,Roofing supply store,Escondido,(760) 201-4603,"316 Idaho Ave, Escondido, CA 92025",5,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJ52HwIDP-24AR7qjb264d_pI
MacNet,Computer repair service,Vista,(760) 716-0699,"1896 White Birch Dr, Vista, CA 92081",4.8,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJhVIU_WN03IARfO7vNYzRyC8
John Fiedler Roofing,Roofing contractor,Fallbrook,(760) 723-4797,"4612 Sleeping Indian Rd, Fallbrook, CA 92028",4.6,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJDSVOOod53IARFRUPH2P7SxY
Imperial valley roofing services,Roofing contractor,Imperial,(760) 427-5729,"318 Lariat Ln, Imperial, CA 92251",4.8,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJB4omaC1d14AR_GwgRPrgndw
Aivee's Family Childcare,Child care agency,San Diego,(619) 746-1300,"2927 Barnard St, San Diego, CA 92110",5,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJb-cFF06r3oARBI1ORpCOa0M
Taco truck,Restaurant,Chula Vista,(619) 806-4171,"495 Telegraph Canyon Rd, Chula Vista, CA 91910",4.6,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJhSphobZP2YARsEVp8dOmRE4
Mariscos la chalupa #3,Seafood restaurant,El Cajon,(619) 860-9171,"401 N Johnson Ave, El Cajon, CA 92020",3.8,20,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJJ9gVljVZ2YARv_vJJnSWo4Q
Brenda's Home Daycare,Family day care service,El Cajon,(619) 715-4595,"Near Broadway and, N 2nd St, El Cajon, CA 92021",4.6,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJC7IWb7lZ2YAR85TkLRq9obk
CSR Painting,Painter,Valley Center,(858) 284-7743,"29949 Valley Center Rd, Valley Center, CA 92082",4.4,20,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJC7e2bxkL3IARlJBjolvRCJ4
Santa Fe Cleaners,Dry cleaner,Vista,(760) 945-1702,"1450 N Santa Fe Ave Ste G, Vista, CA 92083",4.7,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJoYOr7MF23IARyjBip2wEni8
Woolfolk's Welding & Machine Shop LLC,Welder,El Centro,(760) 222-1194,"699 E Main St, El Centro, CA 92243",4.5,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJuyCiRANn14ARCU_TX5Qzr4w
Basel's Body & Frame,Auto repair shop,Ramona,(760) 788-9605,"104 10th St, Ramona, CA 92065",4.8,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJ79EpN73o24ARUEPQnhi6FKc
Robnett's Upholstery,Upholstery shop,National City,(619) 474-1490,"26 E 16th St, National City, CA 91950",3.8,20,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJv40blEBS2YARe-zTsNlHaQk
M & N Furniture,Upholstery shop,National City,(619) 474-8204,"125 W 22nd St, National City, CA 91950",4.8,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJ1TQyzmpS2YAR5R87gdPVgPo
New Beginnings Health Care,Chiropractor,La Mesa,(619) 343-2521,"8911 La Mesa Blvd Ste 101, La Mesa, CA 91942",4.1,20,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJjZFXSAZZ2YARFQK38X8fR6E
Bancroft Garage,Auto repair shop,Spring Valley,(619) 825-7040,"3732 Bancroft Dr, Spring Valley, CA 91977",4.8,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJ8zdwCbRQ2YARGPk0ePmusPo
JSV Smog & Auto Repair Inc,Auto repair shop,Lemon Grove,(619) 461-6331,"3473 Buena Vista Ave, Lemon Grove, CA 91945",5,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJpbS5xipR2YAR1znir04SAqQ
Sergio Auto Repair Shop,Auto repair shop,Escondido,(760) 807-1753,"1630 S Escondido Blvd Ste D, Escondido, CA 92025",4.2,20,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJnzjIS5Xz24ARm9OzLqC_jiY
House of Manifolds,Chauffeur service,Vista,(760) 598-1210,"2293 S Santa Fe Ave, Vista, CA 92083",3.9,20,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJLbeX1aV13IARo1qvv0BUg1I
Natech Auto Service,Auto repair shop,San Diego,(619) 458-9111,"3880 Wilson Ave, San Diego, CA 92104",5,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJywDjIU9R2YARgLOO1EQSlfg
7 Star Mobile Auto Repair,Auto repair shop,San Diego,(619) 306-5350,"6913 Tait St, San Diego, CA 92111",4.9,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJVxS-q3RV2YAR3iF0XYg4AkQ
Dr. Charlie Chiro - Mission Valley Chiropractor,Chiropractor,San Diego,(619) 519-1501,"2615 Camino del Rio S Unit 403, San Diego, CA 92108",5,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJTTGY5QRV2YARxH6A5ygnpfA
Imperial Market,Liquor store,San Diego,(619) 239-4886,"2765 Imperial Ave, San Diego, CA 92102",3.8,20,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJ--r3a3FT2YAReSAFgDQWHQo
Left Coast Printing Pros,Embroidery shop,Spring Valley,(619) 843-5007,"3701 Bancroft Dr, Spring Valley, CA 91977",4.8,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJ5QDI_7NQ2YARIH2G-TDZbCk
Pearly White Dental Group,Dentist,La Mesa,(619) 462-2272,"7484 University Ave #150, La Mesa, CA 91942",4.8,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJ45WUVH5X2YARLQG2q9D8BBA
Doan Thuyquyen T DDS,Dentist,San Diego,(619) 906-8903,"3780 El Cajon Blvd #1, San Diego, CA 92105",5,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJgQyh2CNU2YARu5ZJDdvr-g4
Monarca Dental,Dentist,Vista,(760) 724-4392,"706 Townsite Dr, Vista, CA 92084",4.7,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJ_8PZVZB23IARE0m7ud0MD0I
R & P Bumper Repair,Auto repair shop,San Diego,(619) 292-9214,"4706 Ruffner St Faculty Office, San Diego, CA 92111",5,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJP7heakb_24ARtcnEviCn7AI
Star Smoke Shop,Tobacco shop,San Diego,(619) 792-8895,"5283 El Cajon Blvd, San Diego, CA 92115",5,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJU3oA6JtV2YARYuJGxt_54oU
Santee alteration and dryclean,Dry cleaner,Santee,(619) 448-0709,"9292 Carlton Hills Blvd C, Santee, CA 92071",4.1,20,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJt1H2v1r924ARjofEBrRmR94
Refresh Interiors & Construction,General contractor,San Marcos,(858) 428-2941,"1838 Amie Ct, San Marcos, CA 92069",4.8,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJrRim4DaL24ARB06gwZi56uk
Top's 1 Hour Cleaners,Dry cleaner,Encinitas,(760) 942-3131,"267 N El Camino Real # F, Encinitas, CA 92024",4.9,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJFZTXx44L3IARXL7AILu0BJs
Spotlight Studios,Photographer,San Diego,(619) 955-8062,"4901 Morena Blvd, San Diego, CA 92117",4.4,20,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJkRIYnLRU2YARMr5JQFf9BVk
Georgy's African Fashions,Clothing store,San Diego,(619) 665-3818,"3821 El Cajon Blvd, San Diego, CA 92105",4.8,16,No website,,20.0,https://www.google.com/maps/place/?q=place_id:ChIJ50n9UkRU2YARRXAUn5ltVgc
La Costa Tax & Accounting,Tax preparation service,Carlsbad,(858) 356-2953,"2304 Altisma Way, Carlsbad, CA 92009",5,29,Social only,http://www.lacostatax.com/,19.9,https://www.google.com/maps/place/?q=place_id:ChIJ15kkiT8L3IARYFl7_v-m5f4
Larios Income Tax and Immigration,Immigration & naturalization service,San Diego,(619) 972-3350,"3317 El Cajon Blvd, San Diego, CA 92104",4.7,29,Social only,http://lariosincometax.com/,19.9,https://www.google.com/maps/place/?q=place_id:ChIJX8tQ4VlU2YARbjBS3t3KOVU
Honeylight Salon,Hair salon,Chula Vista,(619) 832-6391,"221 3rd Ave Unit 201, Chula Vista, CA 91910",4.7,29,Social only,http://instagram.com/honeylightsalon,19.9,https://www.google.com/maps/place/?q=place_id:ChIJY4dF58lN2YARQcVJh7aYimA
DP The Brows,Permanent make-up clinic,Escondido,(858) 617-9828,"342 W El Norte Pkwy Unit 117, Escondido, CA 92026",5,29,Social only,https://www.facebook.com/dpthebrows,19.9,https://www.google.com/maps/place/?q=place_id:ChIJgaLEaYfz24ARTCVd10SFXqE
Brook’s cafe,Mobile caterer,El Cajon,(619) 627-1673,"1954 Friendship Dr, El Cajon, CA 92020",5,29,Booking/3rd-party only,https://brooks-cafe.square.site/,19.9,https://www.google.com/maps/place/?q=place_id:ChIJUabs0jcVyiwRXgQEFTX3TvU
Hitomi Massage Therapy,Massage therapist,Escondido,(760) 593-6992,"1275 E Mission Ave, Escondido, CA 92027",5,29,Booking/3rd-party only,https://hitomate.setmore.com/,19.9,https://www.google.com/maps/place/?q=place_id:ChIJq7HjZGBBxgwRTE6Flcl0zBg
"Olive, My Love Dog Grooming",Pet groomer,San Diego,(619) 452-0444,"2818 University Ave Ste. A, San Diego, CA 92104",5,29,Social only,https://www.instagram.com/olivemylove.doggrooming,19.9,https://www.google.com/maps/place/?q=place_id:ChIJXbhYgCZV2YAR_VDnfG3U32c
Innova Pro Painting,Painter,San Diego,(619) 362-6422,"391 Los Soneto Dr, San Diego, CA 92114",5,29,Social only,https://instagram.com/innova_pro_painting?igshid=OGQ5ZDc2ODk2ZA==,19.9,https://www.google.com/maps/place/?q=place_id:ChIJvxq-ATZR2YAROqxg3UNJIms
Kids of Poway - Sabre Springs Child Care,Family day care service,San Diego,(619) 315-1370,"11630 Kismet Rd, San Diego, CA 92128",5,29,Social only,https://www.facebook.com/profile.php?id=61550321312976,19.9,https://www.google.com/maps/place/?q=place_id:ChIJ68jDKIH524AR-Kmg7GFact8
Pittman Chiropractic,Chiropractor,San Diego,(619) 287-7866,"6940 Alvarado Rd Ste A, San Diego, CA 92120",5,29,Social only,https://www.facebook.com/PittmanChiropractic,19.9,https://www.google.com/maps/place/?q=place_id:ChIJER7pYfFW2YARnRCC1vsBiOc
Elite Hauling and Junk Removal,Junk removal service,San Diego,(858) 848-1704,"4675 34th St #7, San Diego, CA 92116",5,29,Social only,https://www.facebook.com/EliteHauling_SD,19.9,https://www.google.com/maps/place/?q=place_id:ChIJUVPEGvpDKokRd0Q4AoyAT6g
Hair Salon By Lydia Martz,Hair salon,San Diego,(619) 429-8152,"1840 Coronado Ave F, San Diego, CA 92154",4.1,36,Social only,https://www.facebook.com/lydiamartzhair/,19.8,https://www.google.com/maps/place/?q=place_id:ChIJGaS3_RBM2YARi5w-7KABSus
Primetime Barbershop Mira Mesa,Barber shop,San Diego,(858) 271-8862,"9484 Black Mountain Rd, San Diego, CA 92126",3.3,28,No website,,19.6,https://www.google.com/maps/place/?q=place_id:ChIJczyJhh3524ARpVaBnWm7Kcg
New Way Landscape & Tree Services,Landscaper,San Diego,(858) 505-8300,"7485 Ronson Rd #100, San Diego, CA 92111",2.6,28,No website,,19.6,https://www.google.com/maps/place/?q=place_id:ChIJu6b6wZD_24ARVhEXDOqLFuU
VIP Cleaners,Dry cleaner,La Mesa,(619) 460-7522,"5650 Lake Murray Blvd, La Mesa, CA 91942",3.7,28,No website,,19.6,https://www.google.com/maps/place/?q=place_id:ChIJI2O49AFX2YARqfUZPeMt8uo
Premier Mart & Deli,Deli,San Diego,(619) 232-1638,"428 G St, San Diego, CA 92101",2,28,No website,,19.6,https://www.google.com/maps/place/?q=place_id:ChIJGcsZwRFT2YAREcrsPHapF6E
